/home/flo/System_Bioinformatics/SequenceWS19-20_Assignments/Project/NC_004431/NC_004431.fasta /home/flo/System_Bioinformatics/SequenceWS19-20_Assignments/Project/NC_004431/../r_assembly.fna
NUCMER
show-coords
[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[TAGS]
2544213	2544586	3174679	3175052	374	374	94.12	NC_004431.1	CP041955.1
2544584	2549828	3176188	3181431	5245	5244	90.42	NC_004431.1	CP041955.1
2550282	2576955	3181853	3208526	26674	26674	98.11	NC_004431.1	CP041955.1
2576955	2577393	3209159	3209612	439	454	91.63	NC_004431.1	CP041955.1
2577393	2628885	3210617	3262063	51493	51447	97.12	NC_004431.1	CP041955.1
2630262	2636384	3263434	3269613	6123	6180	93.44	NC_004431.1	CP041955.1
2636471	2644243	3269961	3277733	7773	7773	97.29	NC_004431.1	CP041955.1
2644172	2668907	3277845	3302572	24736	24728	96.59	NC_004431.1	CP041955.1
2669055	2672487	3304069	3307485	3433	3417	94.21	NC_004431.1	CP041955.1
2672505	2705130	3310047	3342674	32626	32628	98.02	NC_004431.1	CP041955.1
2705158	2712541	3343677	3351061	7384	7385	97.31	NC_004431.1	CP041955.1
2712713	2730955	3350960	3369140	18243	18181	96.21	NC_004431.1	CP041955.1
2737470	2737756	3375378	3375664	287	287	79.51	NC_004431.1	CP041955.1
2738295	2743780	3376317	3381800	5486	5484	95.36	NC_004431.1	CP041955.1
2744550	2744615	3382573	3382638	66	66	100.00	NC_004431.1	CP041955.1
2744620	2746799	3385637	3387816	2180	2180	97.66	NC_004431.1	CP041955.1
2761355	2796662	3393375	3428680	35308	35306	96.83	NC_004431.1	CP041955.1
2796651	2818597	3430018	3451952	21947	21935	96.66	NC_004431.1	CP041955.1
2802286	2802401	1613863	1613978	116	116	100.00	NC_004431.1	CP041955.1
2818601	2823579	3452914	3457892	4979	4979	95.30	NC_004431.1	CP041955.1
2823576	2824554	3458035	3459013	979	979	96.83	NC_004431.1	CP041955.1
2824602	2827101	3459931	3462432	2500	2502	94.28	NC_004431.1	CP041955.1
2827142	2871734	3463842	3508455	44593	44614	97.14	NC_004431.1	CP041955.1
2871776	2892500	3522270	3542992	20725	20723	97.09	NC_004431.1	CP041955.1
2904509	2922169	3543340	3561006	17661	17667	97.22	NC_004431.1	CP041955.1
2921976	2924671	3561138	3563828	2696	2691	95.74	NC_004431.1	CP041955.1
2924721	2930577	3563997	3569852	5857	5856	97.92	NC_004431.1	CP041955.1
2930580	2935931	3569946	3575297	5352	5352	98.15	NC_004431.1	CP041955.1
2936133	2936674	3580629	3581171	542	543	96.87	NC_004431.1	CP041955.1
2936786	2947076	3581171	3591461	10291	10291	96.20	NC_004431.1	CP041955.1
2947091	2977125	3591610	3621624	30035	30015	97.56	NC_004431.1	CP041955.1
2977127	3009005	3621802	3653673	31879	31872	97.91	NC_004431.1	CP041955.1
2988753	2994005	349085	343911	5253	5175	96.70	NC_004431.1	CP041955.1
2988749	2991990	4347280	4350520	3242	3241	99.14	NC_004431.1	CP041955.1
2988721	2989259	307706	307168	539	539	96.12	NC_004431.1	CP041955.1
2988750	2991990	1023404	1020154	3241	3251	98.71	NC_004431.1	CP041955.1
2988721	2990207	159215	157728	1487	1488	98.26	NC_004431.1	CP041955.1
2988750	2994188	65568	60211	5439	5358	96.79	NC_004431.1	CP041955.1
2989497	2994188	307169	302476	4692	4694	98.34	NC_004431.1	CP041955.1
2992260	2994188	155765	153845	1929	1921	98.40	NC_004431.1	CP041955.1
2992260	2994005	1019878	1018142	1746	1737	98.34	NC_004431.1	CP041955.1
2992260	2994005	4350796	4352534	1746	1739	98.17	NC_004431.1	CP041955.1
3009020	3018693	3653800	3663477	9674	9678	96.57	NC_004431.1	CP041955.1
3026278	3026999	1944264	1943542	722	723	98.89	NC_004431.1	CP041955.1
3026987	3027727	1122688	1121946	741	743	87.89	NC_004431.1	CP041955.1
3026987	3031492	2143849	2139344	4506	4506	95.45	NC_004431.1	CP041955.1
3028161	3031492	1121494	1118163	3332	3332	95.20	NC_004431.1	CP041955.1
3031722	3033269	2139138	2137590	1548	1549	91.87	NC_004431.1	CP041955.1
3031722	3033217	1117957	1116461	1496	1497	93.93	NC_004431.1	CP041955.1
3049754	3050314	2123762	2123202	561	561	90.37	NC_004431.1	CP041955.1
3050825	3051284	2123150	2122691	460	460	91.30	NC_004431.1	CP041955.1
3054056	3055639	1097971	1096388	1584	1584	95.52	NC_004431.1	CP041955.1
3055761	3056569	1096254	1095446	809	809	97.65	NC_004431.1	CP041955.1
3056566	3057692	1094799	1093673	1127	1127	97.52	NC_004431.1	CP041955.1
3057629	3058922	1093691	1092398	1294	1294	97.69	NC_004431.1	CP041955.1
3060870	3062954	1090862	1088778	2085	2085	96.64	NC_004431.1	CP041955.1
3066943	3067125	3663295	3663477	183	183	90.71	NC_004431.1	CP041955.1
3067511	3079199	3674180	3685871	11689	11692	96.70	NC_004431.1	CP041955.1
3081145	3094702	3685949	3699503	13558	13555	97.32	NC_004431.1	CP041955.1
3096809	3100538	3699561	3703290	3730	3730	98.28	NC_004431.1	CP041955.1
3100246	3100677	3703271	3703705	432	435	94.27	NC_004431.1	CP041955.1
3100246	3100457	3703686	3703898	212	213	92.06	NC_004431.1	CP041955.1
3100658	3100957	3703406	3703705	300	300	99.00	NC_004431.1	CP041955.1
3100938	3117531	3703820	3720408	16594	16589	97.47	NC_004431.1	CP041955.1
3117629	3120826	3720410	3723607	3198	3198	96.78	NC_004431.1	CP041955.1
3123244	3137109	3727901	3741765	13866	13865	97.20	NC_004431.1	CP041955.1
3137623	3147611	3741813	3751804	9989	9992	96.32	NC_004431.1	CP041955.1
3149717	3160839	3751864	3762980	11123	11117	97.34	NC_004431.1	CP041955.1
3161103	3177235	3772601	3788736	16133	16136	96.03	NC_004431.1	CP041955.1
3177271	3178408	3789609	3790746	1138	1138	94.64	NC_004431.1	CP041955.1
3181368	3186181	3791143	3795955	4814	4813	97.63	NC_004431.1	CP041955.1
3186236	3220730	3796647	3831093	34495	34447	97.79	NC_004431.1	CP041955.1
3220730	3222390	3831255	3832915	1661	1661	97.95	NC_004431.1	CP041955.1
3222089	3222171	3832834	3832916	83	83	100.00	NC_004431.1	CP041955.1
3255079	3283631	3832988	3861539	28553	28552	97.78	NC_004431.1	CP041955.1
3284336	3295280	3861532	3872476	10945	10945	97.86	NC_004431.1	CP041955.1
3295426	3308868	3901331	3914773	13443	13443	96.84	NC_004431.1	CP041955.1
3308841	3329877	3914926	3935961	21037	21036	97.50	NC_004431.1	CP041955.1
3330586	3339322	3935960	3944696	8737	8737	97.41	NC_004431.1	CP041955.1
3339322	3341955	3944815	3947448	2634	2634	96.74	NC_004431.1	CP041955.1
3342077	3357688	3948471	3964122	15612	15652	96.89	NC_004431.1	CP041955.1
3357703	3361538	3968473	3972316	3836	3844	97.76	NC_004431.1	CP041955.1
3361505	3365299	3972451	3976246	3795	3796	98.79	NC_004431.1	CP041955.1
3368742	3369902	3976553	3977713	1161	1161	97.16	NC_004431.1	CP041955.1
3369894	3373293	3978355	3981754	3400	3400	96.38	NC_004431.1	CP041955.1
3374713	3378943	3981989	3986221	4231	4233	95.84	NC_004431.1	CP041955.1
3379878	3389880	3986281	3996271	10003	9991	97.75	NC_004431.1	CP041955.1
3390039	3406300	3996440	4012786	16262	16347	97.05	NC_004431.1	CP041955.1
3406177	3406414	511590	511353	238	238	94.96	NC_004431.1	CP041955.1
3408002	3409298	4759384	4760680	1297	1297	89.99	NC_004431.1	CP041955.1
3410390	3412845	3011021	3013478	2456	2458	98.82	NC_004431.1	CP041955.1
3410391	3412846	17010	14554	2456	2457	98.82	NC_004431.1	CP041955.1
3410454	3411129	1941580	1940905	676	676	96.15	NC_004431.1	CP041955.1
3410682	3410987	1998297	1997992	306	306	96.41	NC_004431.1	CP041955.1
3425888	3427096	690016	691207	1209	1192	98.18	NC_004431.1	CP041955.1
3425888	3426828	3053873	3052933	941	941	99.36	NC_004431.1	CP041955.1
3425888	3426713	1947845	1948671	826	827	99.27	NC_004431.1	CP041955.1
3426825	3427096	3033372	3033101	272	272	99.26	NC_004431.1	CP041955.1
3426828	3427096	3051710	3051442	269	269	99.26	NC_004431.1	CP041955.1
3427097	3427179	691345	691263	83	83	98.80	NC_004431.1	CP041955.1
3427098	3428288	711708	710518	1191	1191	99.50	NC_004431.1	CP041955.1
3428287	3428467	3013298	3013479	181	182	99.45	NC_004431.1	CP041955.1
3428529	3428712	709603	709420	184	184	100.00	NC_004431.1	CP041955.1
3439212	3439726	1986153	1985638	515	516	96.12	NC_004431.1	CP041955.1
3439727	3440521	1966373	1967167	795	795	94.85	NC_004431.1	CP041955.1
3440521	3440585	1997250	1997314	65	65	100.00	NC_004431.1	CP041955.1
3441176	3441947	4738894	4738114	772	781	91.43	NC_004431.1	CP041955.1
3441178	3441947	3005911	3006688	770	778	91.77	NC_004431.1	CP041955.1
3454679	3455064	1971909	1972294	386	386	92.75	NC_004431.1	CP041955.1
3460977	3470550	1972961	1982534	9574	9574	99.80	NC_004431.1	CP041955.1
3480167	3480375	1942998	1943206	209	209	92.34	NC_004431.1	CP041955.1
3480231	3480898	1972576	1971909	668	668	89.22	NC_004431.1	CP041955.1
3482089	3483293	710843	709639	1205	1205	93.78	NC_004431.1	CP041955.1
3483248	3483666	1940900	1940482	419	419	95.94	NC_004431.1	CP041955.1
3482123	3483666	16098	14554	1544	1545	94.11	NC_004431.1	CP041955.1
3483869	3485281	3030496	3029084	1413	1413	93.00	NC_004431.1	CP041955.1
3485586	3485850	3028760	3028499	265	262	91.32	NC_004431.1	CP041955.1
3486434	3487037	3028136	3027534	604	603	87.75	NC_004431.1	CP041955.1
3490514	3491482	2005115	2006083	969	969	95.87	NC_004431.1	CP041955.1
3490514	3491482	3024760	3023791	969	970	96.39	NC_004431.1	CP041955.1
3493764	3494936	2008128	2009299	1173	1172	91.66	NC_004431.1	CP041955.1
3493764	3494936	3019159	3017988	1173	1172	91.15	NC_004431.1	CP041955.1
3503835	3504829	3017761	3016769	995	993	93.48	NC_004431.1	CP041955.1
3504942	3506127	3016380	3015195	1186	1186	96.46	NC_004431.1	CP041955.1
3504823	3506164	4804764	4806106	1342	1343	92.51	NC_004431.1	CP041955.1
3504864	3506127	2015010	2016273	1264	1264	95.89	NC_004431.1	CP041955.1
3506691	3507778	3015181	3014094	1088	1088	89.63	NC_004431.1	CP041955.1
3506815	3509281	4806124	4808593	2467	2470	89.72	NC_004431.1	CP041955.1
3507297	3509281	2016857	2018836	1985	1980	91.19	NC_004431.1	CP041955.1
3511115	3511332	3030732	3030515	218	218	87.16	NC_004431.1	CP041955.1
3530467	3532595	4012936	4015065	2129	2130	94.98	NC_004431.1	CP041955.1
3534217	3572460	4029905	4068125	38244	38221	98.09	NC_004431.1	CP041955.1
3572461	3582837	4068359	4078735	10377	10377	97.76	NC_004431.1	CP041955.1
3590585	3597149	4078798	4085361	6565	6564	98.51	NC_004431.1	CP041955.1
3597155	3600597	4086289	4089731	3443	3443	97.59	NC_004431.1	CP041955.1
3601909	3602992	4089913	4090996	1084	1084	97.60	NC_004431.1	CP041955.1
3610299	3618372	4091050	4099123	8074	8074	98.12	NC_004431.1	CP041955.1
3622071	3623776	4099161	4100866	1706	1706	96.37	NC_004431.1	CP041955.1
3629608	3630863	4101357	4102612	1256	1256	97.77	NC_004431.1	CP041955.1
3630938	3634128	4107742	4110932	3191	3191	94.49	NC_004431.1	CP041955.1
3633772	3639818	4110952	4116997	6047	6046	96.99	NC_004431.1	CP041955.1
3641660	3643819	4116998	4119157	2160	2160	98.29	NC_004431.1	CP041955.1
3643884	3671929	4119323	4147366	28046	28044	97.39	NC_004431.1	CP041955.1
3671845	3674613	4147482	4150250	2769	2769	96.35	NC_004431.1	CP041955.1
3674613	3692651	4150575	4168696	18039	18122	96.45	NC_004431.1	CP041955.1
3692692	3707327	4170126	4184765	14636	14640	97.04	NC_004431.1	CP041955.1
3707389	3707523	4186368	4186506	135	139	89.93	NC_004431.1	CP041955.1
3707494	3724406	4186984	4203898	16913	16915	97.58	NC_004431.1	CP041955.1
3724398	3726616	4204667	4206885	2219	2219	97.25	NC_004431.1	CP041955.1
3726716	3733083	4212370	4218737	6368	6368	97.44	NC_004431.1	CP041955.1
3733129	3764060	4219388	4250317	30932	30930	98.10	NC_004431.1	CP041955.1
3751846	3751922	3832802	3832726	77	77	100.00	NC_004431.1	CP041955.1
3751846	3751922	3832912	3832836	77	77	100.00	NC_004431.1	CP041955.1
3751846	3751922	3832692	3832616	77	77	100.00	NC_004431.1	CP041955.1
3764067	3770340	4250470	4256738	6274	6269	98.53	NC_004431.1	CP041955.1
3770336	3794148	4258394	4282207	23813	23814	98.02	NC_004431.1	CP041955.1
3794167	3799653	4292942	4298428	5487	5487	96.34	NC_004431.1	CP041955.1
3799729	3815606	4300187	4316070	15878	15884	97.80	NC_004431.1	CP041955.1
3815543	3830465	4316281	4331203	14923	14923	98.41	NC_004431.1	CP041955.1
3839144	3844454	4331313	4336623	5311	5311	97.95	NC_004431.1	CP041955.1
3845823	3855036	4337677	4346890	9214	9214	97.17	NC_004431.1	CP041955.1
3855007	3855149	4347029	4347171	143	143	97.90	NC_004431.1	CP041955.1
3854987	3855521	307706	307168	535	539	96.85	NC_004431.1	CP041955.1
3855019	3858253	349083	345832	3235	3252	98.68	NC_004431.1	CP041955.1
3854983	3858253	3633393	3636663	3271	3271	99.24	NC_004431.1	CP041955.1
3855019	3858331	4347286	4350598	3313	3313	99.28	NC_004431.1	CP041955.1
3855014	3858331	1023404	1020076	3318	3329	98.77	NC_004431.1	CP041955.1
3855007	3856470	159193	157728	1464	1466	98.43	NC_004431.1	CP041955.1
3855014	3858253	65568	62316	3240	3253	98.77	NC_004431.1	CP041955.1
3855760	3858227	307168	304692	2468	2477	98.83	NC_004431.1	CP041955.1
3856575	3858331	157727	155963	1757	1765	98.98	NC_004431.1	CP041955.1
3858331	3860277	62342	60394	1947	1949	99.33	NC_004431.1	CP041955.1
3858331	3860368	345858	343822	2038	2037	99.22	NC_004431.1	CP041955.1
3858331	3858504	304692	304519	174	174	100.00	NC_004431.1	CP041955.1
3858537	3931084	4350793	4423317	72548	72525	98.08	NC_004431.1	CP041955.1
3858525	3860277	3636917	3638669	1753	1753	99.26	NC_004431.1	CP041955.1
3858537	3860368	1019881	1018051	1832	1831	99.29	NC_004431.1	CP041955.1
3858537	3860277	155768	154028	1741	1741	99.31	NC_004431.1	CP041955.1
3858525	3860277	304412	302659	1753	1754	99.03	NC_004431.1	CP041955.1
3901531	3902716	313040	311855	1186	1186	98.90	NC_004431.1	CP041955.1
3931115	3938669	4428560	4436112	7555	7553	95.00	NC_004431.1	CP041955.1
3938685	3960569	4436258	4458067	21885	21810	97.33	NC_004431.1	CP041955.1
3961350	3970065	4458111	4466828	8716	8718	97.16	NC_004431.1	CP041955.1
3970060	3990143	4467077	4487145	20084	20069	96.58	NC_004431.1	CP041955.1
4000114	4011648	4487756	4499291	11535	11536	98.51	NC_004431.1	CP041955.1
4015133	4018202	4499348	4502417	3070	3070	97.17	NC_004431.1	CP041955.1
4018230	4047145	4502576	4531498	28916	28923	96.28	NC_004431.1	CP041955.1
4047325	4057642	4531511	4541836	10318	10326	96.47	NC_004431.1	CP041955.1
4063464	4068693	4548408	4553636	5230	5229	96.58	NC_004431.1	CP041955.1
4070353	4073314	4559039	4561996	2962	2958	98.08	NC_004431.1	CP041955.1
4072777	4073265	4052909	4052421	489	489	79.07	NC_004431.1	CP041955.1
4073288	4081853	4562147	4570712	8566	8566	96.77	NC_004431.1	CP041955.1
4081836	4082017	4571125	4571306	182	182	90.16	NC_004431.1	CP041955.1
4082020	4083490	4572993	4574478	1471	1486	92.14	NC_004431.1	CP041955.1
4083524	4084940	4575413	4576832	1417	1420	97.61	NC_004431.1	CP041955.1
4093995	4139022	4576868	4621919	45028	45052	97.54	NC_004431.1	CP041955.1
4104920	4106373	2501518	2502971	1454	1454	95.74	NC_004431.1	CP041955.1
4139101	4181674	4621513	4664129	42574	42617	97.05	NC_004431.1	CP041955.1
4183373	4189256	4664898	4670781	5884	5884	90.37	NC_004431.1	CP041955.1
4189303	4190946	4674973	4676616	1644	1644	96.96	NC_004431.1	CP041955.1
4192323	4197692	4676625	4681993	5370	5369	96.35	NC_004431.1	CP041955.1
4197725	4201767	4691020	4695062	4043	4043	97.60	NC_004431.1	CP041955.1
4201972	4204699	4695079	4697806	2728	2728	95.13	NC_004431.1	CP041955.1
4211378	4215343	4697817	4701788	3966	3972	94.91	NC_004431.1	CP041955.1
4215365	4227876	4701960	4714469	12512	12510	96.39	NC_004431.1	CP041955.1
4227892	4229837	4714603	4716548	1946	1946	95.12	NC_004431.1	CP041955.1
4239382	4248709	4728247	4737574	9328	9328	97.62	NC_004431.1	CP041955.1
4249006	4258311	4739196	4748501	9306	9306	97.11	NC_004431.1	CP041955.1
4258311	4263034	4748633	4753356	4724	4724	96.95	NC_004431.1	CP041955.1
4270282	4277577	4753384	4760681	7296	7298	97.56	NC_004431.1	CP041955.1
4283349	4284111	1422204	1421434	763	771	89.88	NC_004431.1	CP041955.1
4283351	4284110	2025699	2024932	760	768	92.06	NC_004431.1	CP041955.1
4283351	4284112	1223079	1223848	762	770	92.21	NC_004431.1	CP041955.1
4283351	4284111	1836314	1837082	761	769	92.20	NC_004431.1	CP041955.1
4283351	4284110	4168757	4169524	760	768	95.44	NC_004431.1	CP041955.1
4283351	4284110	737527	736761	760	767	98.05	NC_004431.1	CP041955.1
4283351	4284112	706105	705336	762	770	98.44	NC_004431.1	CP041955.1
4283351	4284110	1948672	1949439	760	768	97.27	NC_004431.1	CP041955.1
4283351	4284110	3044674	3043907	760	768	90.10	NC_004431.1	CP041955.1
4283350	4284110	669904	669136	761	769	97.79	NC_004431.1	CP041955.1
4283351	4284110	716870	717636	760	767	90.10	NC_004431.1	CP041955.1
4283351	4284129	4687828	4688613	779	786	89.59	NC_004431.1	CP041955.1
4283351	4284110	2288480	2287713	760	768	90.10	NC_004431.1	CP041955.1
4283351	4284110	2988994	2988227	760	768	90.10	NC_004431.1	CP041955.1
4283351	4284110	2967112	2967879	760	768	90.10	NC_004431.1	CP041955.1
4283351	4284110	2067107	2067874	760	768	90.10	NC_004431.1	CP041955.1
4283351	4284110	4203899	4204666	760	768	90.10	NC_004431.1	CP041955.1
4283351	4284110	4760682	4761449	760	768	89.32	NC_004431.1	CP041955.1
4283351	4284111	4770590	4769822	761	769	89.60	NC_004431.1	CP041955.1
4291622	4291958	695419	695753	337	335	89.91	NC_004431.1	CP041955.1
4291942	4293184	3033356	3034598	1243	1243	99.44	NC_004431.1	CP041955.1
4291959	4293184	3052934	3051709	1226	1226	99.51	NC_004431.1	CP041955.1
4294157	4294315	1997835	1997993	159	159	93.71	NC_004431.1	CP041955.1
4303577	4305661	1953356	1951270	2085	2087	95.03	NC_004431.1	CP041955.1
4329326	4329490	1950605	1950441	165	165	92.17	NC_004431.1	CP041955.1
4329620	4330533	4796124	4797036	914	913	91.27	NC_004431.1	CP041955.1
4330662	4340582	4797202	4807131	9921	9930	94.42	NC_004431.1	CP041955.1
4337209	4339523	2013956	2016271	2315	2316	93.35	NC_004431.1	CP041955.1
4338337	4339523	3016384	3015197	1187	1188	95.12	NC_004431.1	CP041955.1
4339585	4339950	2016417	2016785	366	369	90.24	NC_004431.1	CP041955.1
4339585	4340687	3015051	3013947	1103	1105	89.52	NC_004431.1	CP041955.1
4340665	4341947	4807495	4808781	1283	1287	98.99	NC_004431.1	CP041955.1
4340665	4341763	2017738	2018836	1099	1099	92.08	NC_004431.1	CP041955.1
4343013	4355605	4810674	4823267	12593	12594	96.30	NC_004431.1	CP041955.1
4356987	4359250	4823256	4825519	2264	2264	97.04	NC_004431.1	CP041955.1
4359406	4361970	4826209	4828773	2565	2565	98.13	NC_004431.1	CP041955.1
4362019	4366251	4829366	4833598	4233	4233	97.17	NC_004431.1	CP041955.1
4366301	4377216	4837020	4847932	10916	10913	96.65	NC_004431.1	CP041955.1
4377838	4385466	4848556	4856183	7629	7628	98.01	NC_004431.1	CP041955.1
4379320	4379420	1547788	1547688	101	101	91.09	NC_004431.1	CP041955.1
4385467	4398679	1	13211	13213	13211	96.80	NC_004431.1	CP041955.1
4398851	4399734	13383	14260	884	878	91.07	NC_004431.1	CP041955.1
4399753	4409584	17357	27192	9832	9836	96.83	NC_004431.1	CP041955.1
4409584	4460770	27284	78570	51187	51287	97.63	NC_004431.1	CP041955.1
4442481	4447119	302445	307168	4639	4724	97.08	NC_004431.1	CP041955.1
4442475	4444426	153808	155760	1952	1953	98.72	NC_004431.1	CP041955.1
4442694	4447748	343911	348969	5055	5059	98.74	NC_004431.1	CP041955.1
4444615	4446303	156041	157727	1689	1687	99.70	NC_004431.1	CP041955.1
4444615	4447986	1020154	1023524	3372	3371	98.87	NC_004431.1	CP041955.1
4446408	4447862	157728	159181	1455	1454	98.01	NC_004431.1	CP041955.1
4447358	4447862	307168	307672	505	505	96.65	NC_004431.1	CP041955.1
4460838	4494383	79415	112924	33546	33510	97.21	NC_004431.1	CP041955.1
4482768	4482856	756823	756735	89	89	100.00	NC_004431.1	CP041955.1
4482769	4482856	756587	756500	88	88	100.00	NC_004431.1	CP041955.1
4482770	4482856	756706	756620	87	87	98.85	NC_004431.1	CP041955.1
4496936	4502904	112925	118886	5969	5962	96.90	NC_004431.1	CP041955.1
4503943	4506028	119032	121117	2086	2086	98.13	NC_004431.1	CP041955.1
4507633	4517325	121945	131647	9693	9703	96.55	NC_004431.1	CP041955.1
4517352	4519610	131793	134051	2259	2259	96.72	NC_004431.1	CP041955.1
4535670	4537492	134112	135934	1823	1823	98.19	NC_004431.1	CP041955.1
4543089	4553155	135978	146044	10067	10067	98.15	NC_004431.1	CP041955.1
4553157	4564741	146137	157727	11585	11591	98.00	NC_004431.1	CP041955.1
4560828	4562788	60174	62136	1961	1963	99.39	NC_004431.1	CP041955.1
4560834	4562788	302445	304400	1955	1956	99.08	NC_004431.1	CP041955.1
4560865	4562785	3638851	3636933	1921	1919	98.91	NC_004431.1	CP041955.1
4561048	4562788	343911	345652	1741	1742	99.60	NC_004431.1	CP041955.1
4561048	4566305	4352534	4347280	5258	5255	98.61	NC_004431.1	CP041955.1
4561048	4566304	1018142	1023404	5257	5263	98.75	NC_004431.1	CP041955.1
4563061	4564345	3636663	3635381	1285	1283	98.91	NC_004431.1	CP041955.1
4563061	4566304	62316	65568	3244	3253	98.16	NC_004431.1	CP041955.1
4563061	4566185	345832	348969	3125	3138	97.84	NC_004431.1	CP041955.1
4563061	4565557	304666	307169	2497	2504	98.13	NC_004431.1	CP041955.1
4564846	4566333	157728	159215	1488	1488	98.05	NC_004431.1	CP041955.1
4566333	4581947	159381	174992	15615	15612	97.86	NC_004431.1	CP041955.1
4582008	4588944	175165	182100	6937	6936	98.31	NC_004431.1	CP041955.1
4597588	4600540	195092	198044	2953	2953	96.88	NC_004431.1	CP041955.1
4603213	4603722	198733	199240	510	508	90.82	NC_004431.1	CP041955.1
4603748	4610456	199842	206551	6709	6710	97.56	NC_004431.1	CP041955.1
4607923	4608869	2479850	2478904	947	947	80.23	NC_004431.1	CP041955.1
4610449	4610597	207022	207170	149	149	97.99	NC_004431.1	CP041955.1
4610588	4610936	207296	207644	349	349	95.99	NC_004431.1	CP041955.1
4612770	4626048	212729	225995	13279	13267	97.49	NC_004431.1	CP041955.1
4613967	4614191	214100	214324	225	225	95.11	NC_004431.1	CP041955.1
4614243	4614375	213916	214048	133	133	96.99	NC_004431.1	CP041955.1
4614249	4614375	214106	214232	127	127	100.00	NC_004431.1	CP041955.1
4626002	4647617	242490	264067	21616	21578	97.43	NC_004431.1	CP041955.1
4647625	4651836	264201	268412	4212	4212	96.87	NC_004431.1	CP041955.1
4659477	4680410	268612	289531	20934	20920	96.66	NC_004431.1	CP041955.1
4680415	4684952	289832	294369	4538	4538	97.00	NC_004431.1	CP041955.1
4688054	4690684	294424	297054	2631	2631	98.29	NC_004431.1	CP041955.1
4693387	4703433	297129	307169	10047	10041	97.92	NC_004431.1	CP041955.1
4698703	4700666	153814	155768	1964	1955	98.88	NC_004431.1	CP041955.1
4698917	4700666	1018142	1019881	1750	1740	98.91	NC_004431.1	CP041955.1
4698734	4704183	3638851	3633421	5450	5431	98.50	NC_004431.1	CP041955.1
4698917	4704177	343911	349085	5261	5175	97.23	NC_004431.1	CP041955.1
4698703	4704180	60180	65568	5478	5389	97.30	NC_004431.1	CP041955.1
4700932	4704181	4350520	4347280	3250	3241	98.86	NC_004431.1	CP041955.1
4700932	4702619	156041	157727	1688	1687	99.53	NC_004431.1	CP041955.1
4700932	4704180	1020154	1023404	3249	3251	99.08	NC_004431.1	CP041955.1
4702724	4704209	157728	159215	1486	1488	98.26	NC_004431.1	CP041955.1
4704158	4711879	307822	315541	7722	7720	98.12	NC_004431.1	CP041955.1
4707720	4707804	2241470	2241386	85	85	97.65	NC_004431.1	CP041955.1
4707720	4707804	2241176	2241092	85	85	97.65	NC_004431.1	CP041955.1
4708193	4709378	4394954	4393769	1186	1186	98.74	NC_004431.1	CP041955.1
4711901	4721752	315684	325535	9852	9852	99.06	NC_004431.1	CP041955.1
4721780	4733245	326483	337954	11466	11472	97.09	NC_004431.1	CP041955.1
4733706	4751527	338436	356324	17822	17889	96.80	NC_004431.1	CP041955.1
4739183	4741564	60394	62776	2382	2383	99.24	NC_004431.1	CP041955.1
4741104	4742790	156041	157727	1687	1687	98.93	NC_004431.1	CP041955.1
4740956	4743608	304519	307169	2653	2651	98.79	NC_004431.1	CP041955.1
4741104	4744352	1020154	1023401	3249	3248	98.49	NC_004431.1	CP041955.1
4751550	4756254	358814	363518	4705	4705	96.00	NC_004431.1	CP041955.1
4757271	4759807	363714	366249	2537	2536	95.86	NC_004431.1	CP041955.1
4766125	4767028	366336	367239	904	904	95.35	NC_004431.1	CP041955.1
4767035	4776429	367378	376755	9395	9378	96.19	NC_004431.1	CP041955.1
4776425	4784416	378548	386550	7992	8003	97.73	NC_004431.1	CP041955.1
4784430	4792082	388417	396068	7653	7652	97.56	NC_004431.1	CP041955.1
4792235	4794708	397774	400248	2474	2475	96.73	NC_004431.1	CP041955.1
4802033	4803465	400315	401747	1433	1433	97.00	NC_004431.1	CP041955.1
4804175	4805266	401788	402879	1092	1092	88.75	NC_004431.1	CP041955.1
4806850	4808119	403053	404322	1270	1270	97.17	NC_004431.1	CP041955.1
4821863	4827219	405320	410676	5357	5357	96.70	NC_004431.1	CP041955.1
4827213	4834189	422571	429546	6977	6976	97.09	NC_004431.1	CP041955.1
4836310	4838481	431136	433308	2172	2173	95.81	NC_004431.1	CP041955.1
4838566	4849127	433210	443757	10562	10548	97.51	NC_004431.1	CP041955.1
4850126	4850883	443783	444540	758	758	95.92	NC_004431.1	CP041955.1
4856373	4873356	444568	461551	16984	16984	97.35	NC_004431.1	CP041955.1
4873384	4878073	461698	466387	4690	4690	94.01	NC_004431.1	CP041955.1
4878067	4884918	468042	474899	6852	6858	95.13	NC_004431.1	CP041955.1
4884839	4901813	475221	492181	16975	16961	97.03	NC_004431.1	CP041955.1
4901837	4919470	493850	511489	17634	17640	98.21	NC_004431.1	CP041955.1
4919658	4919910	4808535	4808283	253	253	93.68	NC_004431.1	CP041955.1
4922321	4929704	4808288	4800901	7384	7388	96.61	NC_004431.1	CP041955.1
4922321	4926566	2018531	2014244	4246	4288	88.65	NC_004431.1	CP041955.1
4923472	4924472	3014052	3015051	1001	1000	91.91	NC_004431.1	CP041955.1
4924532	4925741	3015195	3016399	1210	1205	95.29	NC_004431.1	CP041955.1
4925858	4926566	3016755	3017463	709	709	93.65	NC_004431.1	CP041955.1
